"id","name","mechanic","equipment","primary_muscle","secondary_muscles","beginner_friendly","instructions","images","hypertrophy_score","rep_range","hidden","bench_required","pull_up_bar_required"
69,Bradford/Rocky Presses,compound,barbell,shoulders,{triceps},true,"{""Sit on a Military Press Bench with a bar at shoulder level with a pronated grip (palms facing forward). Tip: Your grip should be wider than shoulder width and it should create a 90-degree angle between the forearm and the upper arm as the barbell goes down. This is your starting position."",""Once you pick up the barbell with the correct grip, lift the bar up over your head by locking your arms."",""Now lower the bar down to the back of the head slowly as you inhale."",""Lift the bar back up to the starting position as you exhale."",""Lower the bar down to the starting position slowly as you inhale. This is one repetition."",""Alternate in this manner until you complete the recommended amount of repetitions.""}","{Bradford_Rocky_Presses/0.jpg,Bradford_Rocky_Presses/1.jpg}",,"",true,,
63,Bodyweight Squat,compound,body only,quadriceps,"{glutes,hamstrings}",true,"{""Stand with your feet shoulder width apart. You can place your hands behind your head. This will be your starting position."",""Begin the movement by flexing your knees and hips, sitting back with your hips."",""Continue down to full depth if you are able,and quickly reverse the motion until you return to the starting position. As you squat, keep your head and chest up and push your knees out.""}","{Bodyweight_Squat/0.jpg,Bodyweight_Squat/1.jpg}",1,"12-20",false,false,false
65,Body Tricep Press,isolation,body only,triceps,{},true,"{""Position a bar in a rack at chest height."",""Standing, take a shoulder width grip on the bar and step a yard or two back, feet together and arms extended so that you are leaning on the bar. This will be your starting position."",""Begin by flexing the elbow, lowering yourself towards the bar."",""Pause, and then reverse the motion by extending the elbows."",""Progress from bodyweight by adding chains over your shoulders.""}","{Body_Tricep_Press/0.jpg,Body_Tricep_Press/1.jpg}",1,"8-12",false,false,false
72,Butt Lift (Bridge),isolation,body only,glutes,{hamstrings},true,"{""Lie flat on the floor on your back with the hands by your side and your knees bent. Your feet should be placed around shoulder width. This will be your starting position."",""Pushing mainly with your heels, lift your hips off the floor while keeping your back straight. Breathe out as you perform this part of the motion and hold at the top for a second."",""Slowly go back to the starting position as you breathe in.""}","{Butt_Lift_Bridge/0.jpg,Butt_Lift_Bridge/1.jpg}",3,"12-20",false,false,false
83,Cable Judo Flip,compound,cable,abdominals,{},true,"{""Connect a rope attachment to a tower, and move the cable to the lowest pulley position. Stand with your side to the cable with a wide stance, and grab the rope with both hands."",""Twist your body away from the pulley as you bring the rope over your shoulder like you're performing a judo flip."",""Shift your weight between your feet as you twist and crunch forward, pulling the cable downward."",""Return to the starting position and repeat until failure."",""Then, reposition and repeat the same series of movements on the opposite side.""}","{Cable_Judo_Flip/0.jpg,Cable_Judo_Flip/1.jpg}",,"",true,,
86,Cable Preacher Curl,isolation,cable,biceps,{forearms},true,"{""Place a preacher bench about 2 feet in front of a pulley machine."",""Attach a straight bar to the low pulley."",""Sit at the preacher bench with your elbow and upper arms firmly on top of the bench pad and have someone hand you the bar from the low pulley."",""Grab the bar and fully extend your arms on top of the preacher bench pad. This will be your starting position."",""Now start pilling the weight up towards your shoulders and squeeze the biceps hard at the top of the movement. Exhale as you perform this motion. Also, hold for a second at the top."",""Now slowly lower the weight to the starting position."",""Repeat for the recommended amount of repetitions.""}","{Cable_Preacher_Curl/0.jpg,Cable_Preacher_Curl/1.jpg}",,"",true,,
82,Cable Iron Cross,isolation,cable,chest,{},true,"{""Begin by moving the pulleys to the high position, select the resistance to be used, and take a handle in each hand."",""Stand directly between both pulleys with your arms extended out to your sides. Your head and chest should be up while your arms form a \""T\"". This will be your starting position."",""Keeping the elbows extended, pull your arms straight to your sides."",""Return your arms back to the starting position after a pause at the peak contraction."",""Continue the movement for the prescribed number of repetitions.""}","{Cable_Iron_Cross/0.jpg,Cable_Iron_Cross/1.jpg}",1,"8-12",false,false,false
90,Cable Rope Rear-Delt Rows,compound,cable,shoulders,"{biceps,""middle back""}",true,"{""Sit in the same position on a low pulley row station as you would if you were doing seated cable rows for the back."",""Attach a rope to the pulley and grasp it with an overhand grip. Your arms should be extended and parallel to the floor with the elbows flared out."",""Keep your lower back upright and slide your hips back so that your knees are slightly bent. This will be your starting position."",""Pull the cable attachment towards your upper chest, just below the neck, as you keep your elbows up and out to the sides. Continue this motion as you exhale until the elbows travel slightly behind the back. Tip: Keep your upper arms horizontal, perpendicular to the torso and parallel to the floor throughout the motion."",""Go back to the initial position where the arms are extended and the shoulders are stretched forward. Inhale as you perform this portion of the movement."",""Repeat for the recommended amount of repetitions.""}","{Cable_Rope_Rear-Delt_Rows/0.jpg,Cable_Rope_Rear-Delt_Rows/1.jpg}",,"",true,,
92,Cable Seated Crunch,isolation,cable,abdominals,{},true,"{""Seat on a flat bench with your back facing a high pulley."",""Grasp the cable rope attachment with both hands (with the palms of the hands facing each other) and place your hands securely over both shoulders. Tip: Allow the weight to hyperextend the lower back slightly. This will be your starting position."",""With the hips stationary, flex the waist so the elbows travel toward the hips. Breathe out as you perform this step."",""As you inhale, go back to the initial position slowly."",""Repeat for the recommended amount of repetitions.""}","{Cable_Seated_Crunch/0.jpg,Cable_Seated_Crunch/1.jpg}",,"",true,,
89,Cable Rope Overhead Triceps Extension,isolation,cable,triceps,{},true,"{""Attach a rope to the bottom pulley of the pulley machine."",""Grasping the rope with both hands, extend your arms with your hands directly above your head using a neutral grip (palms facing each other). Your elbows should be in close to your head and the arms should be perpendicular to the floor with the knuckles aimed at the ceiling. This will be your starting position."",""Slowly lower the rope behind your head as you hold the upper arms stationary. Inhale as you perform this movement and pause when your triceps are fully stretched."",""Return to the starting position by flexing your triceps as you breathe out."",""Repeat for the recommended amount of repetitions.""}","{Cable_Rope_Overhead_Triceps_Extension/0.jpg,Cable_Rope_Overhead_Triceps_Extension/1.jpg}",4,"8-12",false,false,false
91,Cable Russian Twists,compound,cable,abdominals,{},true,"{""Connect a standard handle attachment, and position the cable to a middle pulley position."",""Lie on a stability ball perpendicular to the cable and grab the handle with one hand. You should be approximately arm's length away from the pulley, with the tension of the weight on the cable."",""Grab the handle with both hands and fully extend your arms above your chest. You hands should be directly in-line with the pulley. If not, adjust the pulley up or down until they are."",""Keep your hips elevated and abs engaged. Rotate your torso away from the pulley for a full-quarter rotation. Your body should be flat from head to knees."",""Pause for a moment and in a slow and controlled manner reset to the starting position. You should still have side tension on the cable in the resting position."",""Repeat the same movement to failure."",""Then, reposition and repeat the same series of movements on the opposite side.""}","{Cable_Russian_Twists/0.jpg,Cable_Russian_Twists/1.jpg}",1,"10-15",false,false,false
